time,temp,voltage,current,power
1777711795.560397,39.0,3.91,0.69,2.69
1777711797.2159503,39.0,3.91,0.69,2.69
1777711798.87441,39.0,3.91,0.69,2.69
1777711800.5423944,39.0,3.91,0.69,2.69
1777711802.1922216,39.0,3.91,0.69,2.69
1777711803.8529222,39.0,3.91,0.69,2.69
1777711805.5156043,39.0,3.91,0.69,2.69
1777711807.1735535,39.0,3.91,0.69,2.69
1777711808.834151,39.0,3.91,0.69,2.69
1777711810.5034862,39.0,3.91,0.69,2.69
1777711812.166536,39.0,3.91,0.69,2.69
1777711813.8312657,39.0,3.91,0.69,2.69
1777711815.5120275,39.0,3.91,0.69,2.69
1777711817.167317,39.0,3.91,0.69,2.69
1777711818.8447945,39.0,3.91,0.69,2.69
1777711820.5207746,39.0,3.91,0.69,2.69
1777711822.1798747,39.0,3.91,0.69,2.69
1777711823.8805144,39.0,3.91,0.69,2.69
1777711825.5431304,39.0,3.91,0.69,2.69
1777711827.214549,39.0,3.91,0.69,2.69
1777711828.8714094,39.0,3.91,0.69,2.69
1777711830.5354228,39.0,3.91,0.69,2.69
1777711832.1860945,39.0,3.91,0.69,2.69
1777711834.6706834,39.0,3.91,0.69,2.69
1777711836.3165233,39.0,3.91,0.69,2.69
1777711837.9917796,39.0,3.91,0.69,2.69
1777711839.6677158,39.0,3.91,0.69,2.69
1777711841.3296201,39.0,3.91,0.69,2.69
1777711842.9979506,39.0,3.91,0.69,2.69
1777711844.666244,39.0,3.91,0.69,2.69
1777711846.3397732,39.0,3.91,0.69,2.69
1777711848.0104017,39.0,3.91,0.69,2.69
1777711849.673682,39.0,3.91,0.69,2.69
1777711851.3342648,39.0,3.91,0.69,2.69
1777711852.9938285,39.0,3.91,0.69,2.69
1777711854.6639411,39.0,3.91,0.69,2.69
1777711856.3241928,39.0,3.91,0.69,2.69
1777711857.9981456,39.0,3.91,0.69,2.69
1777711859.6632195,39.0,3.91,0.69,2.69
1777711861.3336067,39.0,3.91,0.69,2.69
1777711862.9987726,39.0,3.91,0.69,2.69
1777711864.714633,39.0,3.91,0.69,2.69
1777711866.3793597,39.0,3.91,0.69,2.69
1777711868.052896,39.0,3.91,0.69,2.69
1777711869.7194793,39.0,3.91,0.69,2.69
1777711871.3849118,39.0,3.91,0.69,2.69
1777711873.0489056,39.0,3.91,0.69,2.69
1777711874.7205095,39.0,3.91,0.69,2.69
1777711876.3897612,39.0,3.91,0.69,2.69
1777711878.0668309,39.0,3.91,0.69,2.69
1777711879.7379231,39.0,3.91,0.69,2.69
1777711881.4075248,39.0,3.91,0.69,2.69
1777711883.0896277,39.0,3.91,0.69,2.69
1777711884.7599213,39.0,3.91,0.69,2.69
1777711886.4286854,39.0,3.91,0.69,2.69
1777711888.1129448,39.0,3.91,0.69,2.69
1777711889.7891753,39.0,3.91,0.69,2.69
1777711891.4798355,39.0,3.91,0.69,2.69
1777711893.1434126,39.0,3.91,0.69,2.69
1777711894.814602,39.0,3.91,0.69,2.69
1777711896.8035798,39.0,3.91,0.69,2.69
1777711898.166541,39.0,3.91,0.69,2.69
1777711899.8113751,39.0,3.91,0.69,2.69
1777711901.4867063,39.0,3.91,0.69,2.69
1777711903.156315,39.0,3.91,0.69,2.69
1777711904.832818,39.0,3.91,0.69,2.69
1777711906.504971,39.0,3.91,0.69,2.69
1777711908.1800098,39.0,3.91,0.69,2.69
1777711909.8384461,39.0,3.91,0.69,2.69
1777711911.508577,39.0,3.91,0.69,2.69
1777711913.1751814,39.0,3.91,0.69,2.69
1777711914.8634143,39.0,3.91,0.69,2.69
1777711916.548886,39.0,3.91,0.69,2.69
1777711918.2192528,39.0,3.91,0.69,2.69
1777711919.9222429,39.0,3.91,0.69,2.69
1777711921.6061218,39.0,3.91,0.69,2.69
1777711923.2667422,39.0,3.91,0.69,2.69
1777711924.9545596,39.0,3.91,0.69,2.69
1777711926.6260073,39.0,3.91,0.69,2.69
1777711928.295659,39.0,3.91,0.69,2.69
1777711929.9649937,39.0,3.91,0.69,2.69
1777711931.6395066,39.0,3.91,0.69,2.69
1777711933.3365083,39.0,3.91,0.69,2.69
1777711935.0078704,39.0,3.91,0.69,2.69
1777711936.687376,39.0,3.91,0.69,2.69
1777711938.3663101,39.0,3.91,0.69,2.69
1777711940.0313873,39.0,3.91,0.69,2.69
1777711941.7119372,39.0,3.91,0.69,2.69
1777711943.383776,39.0,3.91,0.69,2.69
1777711945.055658,39.0,3.91,0.69,2.69
1777711946.7288387,39.0,3.91,0.69,2.69
1777711948.3969386,39.0,3.91,0.69,2.69
1777711950.060794,39.0,3.91,0.69,2.69
1777711951.7424457,39.0,3.91,0.69,2.69
1777711953.4195795,39.0,3.91,0.69,2.69
1777711955.0795555,39.0,3.91,0.69,2.69
1777711956.7703037,39.0,3.91,0.69,2.69
1777711958.4536223,39.0,3.91,0.69,2.69
1777712200.533321,39.0,3.91,0.69,2.69
1777712202.2953966,39.0,3.91,0.69,2.69
1777712203.9755156,39.0,3.91,0.69,2.69
1777712205.64023,39.0,3.91,0.69,2.69
1777712207.3207233,39.0,3.91,0.69,2.69
1777712208.994807,39.0,3.91,0.69,2.69
1777712210.6580522,39.0,3.91,0.69,2.69
1777712212.3213549,39.0,3.91,0.69,2.69
1777712213.9840486,39.0,3.91,0.69,2.69
1777712215.645762,39.0,3.91,0.69,2.69
1777712217.3101084,39.0,3.91,0.69,2.69
1777712218.9759035,39.0,3.91,0.69,2.69
1777712220.6442735,39.0,3.91,0.69,2.69
1777712222.307925,39.0,3.91,0.69,2.69
1777712223.9750102,39.0,3.91,0.69,2.69
1777712225.6396754,39.0,3.91,0.69,2.69
1777712227.307803,39.0,3.91,0.69,2.69
1777712228.971487,39.0,3.91,0.69,2.69
1777712230.6389174,39.0,3.91,0.69,2.69
1777712232.3070328,39.0,3.91,0.69,2.69
1777712233.9672043,39.0,3.91,0.69,2.69
1777712235.6512449,39.0,3.91,0.69,2.69
1777712237.319363,39.0,3.91,0.69,2.69
1777712238.9821446,39.0,3.91,0.69,2.69
1777712240.6468914,39.0,3.91,0.69,2.69
1777712242.3122747,39.0,3.91,0.69,2.69
1777712243.9741118,39.0,3.91,0.69,2.69
1777712245.6374116,39.0,3.91,0.69,2.69
1777712247.3056118,39.0,3.91,0.69,2.69
1777712248.9693985,39.0,3.91,0.69,2.69
1777712250.6363642,39.0,3.91,0.69,2.69
1777712252.309069,39.0,3.91,0.69,2.69
1777712253.9681306,39.0,3.91,0.69,2.69
1777712255.6305807,39.0,3.91,0.69,2.69
1777712257.2958992,39.0,3.91,0.69,2.69
1777712258.9604206,39.0,3.91,0.69,2.69
1777712260.6252537,39.0,3.91,0.69,2.69
1777712262.2910154,39.0,3.91,0.69,2.69
1777712263.9558208,39.0,3.91,0.69,2.69
1777712265.615735,39.0,3.91,0.69,2.69
1777712267.2780683,39.0,3.91,0.69,2.69
1777712268.9714549,39.0,3.91,0.69,2.69
1777712270.6379738,39.0,3.91,0.69,2.69
1777712272.2981641,39.0,3.91,0.69,2.69
1777712273.9658089,39.0,3.91,0.69,2.69
1777712275.627702,39.0,3.91,0.69,2.69
1777712277.2907636,39.0,3.91,0.69,2.69
1777712278.9544377,39.0,3.91,0.69,2.69
1777712280.6204033,39.0,3.91,0.69,2.69
1777712282.2828496,39.0,3.91,0.69,2.69
1777712283.9464593,39.0,3.91,0.69,2.69
1777712285.6164982,39.0,3.91,0.69,2.69
1777712287.283478,39.0,3.91,0.69,2.69
1777712288.945351,39.0,3.91,0.69,2.69
1777712290.6124442,39.0,3.91,0.69,2.69
1777712292.275852,39.0,3.91,0.69,2.69
1777712293.941539,39.0,3.91,0.69,2.69
1777712295.6056294,39.0,3.91,0.69,2.69
1777712297.2743998,39.0,3.91,0.69,2.69
1777712298.9406052,39.0,3.91,0.69,2.69
1777712300.6015499,39.0,3.91,0.69,2.69
1777712302.2621434,39.0,3.91,0.69,2.69
1777712303.9305625,39.0,3.91,0.69,2.69
1777712305.5988193,39.0,3.91,0.69,2.69
1777712307.2599554,39.0,3.91,0.69,2.69
1777712308.9267395,39.0,3.91,0.69,2.69
1777712310.5905168,39.0,3.91,0.69,2.69
1777712312.2554474,39.0,3.91,0.69,2.69
1777712313.9150848,39.0,3.91,0.69,2.69
1777712315.5808682,39.0,3.91,0.69,2.69
1777712317.2432697,39.0,3.91,0.69,2.69
1777712318.9093206,39.0,3.91,0.69,2.69
1777712320.576508,39.0,3.91,0.69,2.69
1777712322.241553,39.0,3.91,0.69,2.69
1777712323.9086142,39.0,3.91,0.69,2.69
1777712325.577716,39.0,3.91,0.69,2.69
1777712327.2391844,39.0,3.91,0.69,2.69
1777712328.9032166,39.0,3.91,0.69,2.69
1777712330.5662093,39.0,3.91,0.69,2.69
1777712332.2287486,39.0,3.91,0.69,2.69
1777712333.8934982,39.0,3.91,0.69,2.69
1777712335.5573146,39.0,3.91,0.69,2.69
1777712337.2228405,39.0,3.91,0.69,2.69
1777712338.8842645,39.0,3.91,0.69,2.69
1777712340.549338,39.0,3.91,0.69,2.69
1777712342.215607,39.0,3.91,0.69,2.69
1777712343.877419,39.0,3.91,0.69,2.69
1777712345.5376275,39.0,3.91,0.69,2.69
1777712347.2067792,39.0,3.91,0.69,2.69
1777712348.8763032,39.0,3.91,0.69,2.69
1777712350.5399904,39.0,3.91,0.69,2.69
1777712352.2055297,39.0,3.91,0.69,2.69
1777712353.8709085,39.0,3.91,0.69,2.69
1777712355.5465205,39.0,3.91,0.69,2.69
1777712357.2122285,39.0,3.91,0.69,2.69
1777712358.8773186,39.0,3.91,0.69,2.69
1777712360.5412517,39.0,3.91,0.69,2.69
1777712362.2085369,39.0,3.91,0.69,2.69
1777712363.8732173,39.0,3.91,0.69,2.69
1777712365.5415306,39.0,3.91,0.69,2.69
1777712367.2115257,39.0,3.91,0.69,2.69
1777712368.8739724,39.0,3.91,0.69,2.69
1777712370.5363684,39.0,3.91,0.69,2.69
1777712372.2013783,39.0,3.91,0.69,2.69
1777712373.872951,39.0,3.91,0.69,2.69
1777712375.5383255,39.0,3.91,0.69,2.69
1777712377.20584,39.0,3.91,0.69,2.69
1777712378.869944,39.0,3.91,0.69,2.69
1777712380.5373414,39.0,3.91,0.69,2.69
1777712382.2011292,39.0,3.91,0.69,2.69
1777712383.8759031,39.0,3.91,0.69,2.69
1777712385.5456402,39.0,3.91,0.69,2.69
1777712387.2079582,39.0,3.91,0.69,2.69
1777712388.8753123,39.0,3.91,0.69,2.69
1777712390.556153,39.0,3.91,0.69,2.69
1777712392.2287598,39.0,3.91,0.69,2.69
1777712393.9009337,39.0,3.91,0.69,2.69
1777712395.5617523,39.0,3.91,0.69,2.69
1777712397.2243974,39.0,3.91,0.69,2.69
1777712398.888886,39.0,3.91,0.69,2.69
1777712400.55573,39.0,3.91,0.69,2.69
1777712402.2162676,39.0,3.91,0.69,2.69
1777712403.8777347,39.0,3.91,0.69,2.69
1777712405.5448837,39.0,3.91,0.69,2.69
1777712407.2130468,39.0,3.91,0.69,2.69
1777712408.8745089,39.0,3.91,0.69,2.69
1777712410.5389788,39.0,3.91,0.69,2.69
1777712412.2006235,39.0,3.91,0.69,2.69
1777712413.866327,39.0,3.91,0.69,2.69
1777712415.5387213,39.0,3.91,0.69,2.69
1777712417.2060716,39.0,3.91,0.69,2.69
1777712418.870666,39.0,3.91,0.69,2.69
1777712420.5309248,39.0,3.91,0.69,2.69
1777712422.196623,39.0,3.91,0.69,2.69
1777712423.8593674,39.0,3.91,0.69,2.69
1777712425.5209699,39.0,3.91,0.69,2.69
1777712427.189049,39.0,3.91,0.69,2.69
1777712428.8585432,39.0,3.91,0.69,2.69
1777712430.5225668,39.0,3.91,0.69,2.69
1777712432.200555,39.0,3.91,0.69,2.69
1777712433.867006,39.0,3.91,0.69,2.69
1777712435.5288231,39.0,3.91,0.69,2.69
1777712437.1984797,39.0,3.91,0.69,2.69
1777712438.866286,39.0,3.91,0.69,2.69
1777712440.5271924,39.0,3.91,0.69,2.69
1777712442.190798,39.0,3.91,0.69,2.69
1777712443.8657806,39.0,3.91,0.69,2.69
1777712445.5324707,39.0,3.91,0.69,2.69
1777712447.198443,39.0,3.91,0.69,2.69
1777712448.8746774,39.0,3.91,0.69,2.69
1777712450.58307,39.0,3.91,0.69,2.69
1777712452.28607,39.0,3.91,0.69,2.69
1777712453.9524162,39.0,3.91,0.69,2.69
1777712455.6333182,39.0,3.91,0.69,2.69
1777712457.297139,39.0,3.91,0.69,2.69
1777712458.9757402,39.0,3.91,0.69,2.69
1777712460.6416261,39.0,3.91,0.69,2.69
1777712462.3079977,39.0,3.91,0.69,2.69
1777712463.9707787,39.0,3.91,0.69,2.69
1777712465.6418304,39.0,3.91,0.69,2.69
1777712467.3014746,39.0,3.91,0.69,2.69
1777712468.9854655,39.0,3.91,0.69,2.69
1777712470.6504476,39.0,3.91,0.69,2.69
1777712472.3193243,39.0,3.91,0.69,2.69
1777712473.9820576,39.0,3.91,0.69,2.69
1777712475.6463199,39.0,3.91,0.69,2.69
1777712477.3112192,39.0,3.91,0.69,2.69
1777712478.9715393,39.0,3.91,0.69,2.69
1777712480.6347194,39.0,3.91,0.69,2.69
1777712482.301222,39.0,3.91,0.69,2.69
1777712483.9655802,39.0,3.91,0.69,2.69
1777712485.6323771,39.0,3.91,0.69,2.69
1777712487.29631,39.0,3.91,0.69,2.69
1777712488.9590852,39.0,3.91,0.69,2.69
1777712490.626507,39.0,3.91,0.69,2.69
1777712492.2891724,39.0,3.91,0.69,2.69
1777712493.9583619,39.0,3.91,0.69,2.69
1777712495.6222346,39.0,3.91,0.69,2.69
1777712497.3422697,39.0,3.91,0.69,2.69
1777712499.0091047,39.0,3.91,0.69,2.69
1777712500.6796932,39.0,3.91,0.69,2.69
1777712502.3388999,39.0,3.91,0.69,2.69
1777712503.9967494,39.0,3.91,0.69,2.69
1777712505.7347298,39.0,3.91,0.69,2.69
1777712507.414304,39.0,3.91,0.69,2.69
1777712509.0844486,39.0,3.91,0.69,2.69
1777712510.7777572,39.0,3.91,0.69,2.69
1777712512.507002,39.0,3.91,0.69,2.69
1777712514.178009,39.0,3.91,0.69,2.69
1777712515.8574696,39.0,3.91,0.69,2.69
1777712517.518996,39.0,3.91,0.69,2.69
1777712519.223553,39.0,3.91,0.69,2.69
1777712520.9345484,39.0,3.91,0.69,2.69
1777712522.5963318,39.0,3.91,0.69,2.69
1777712524.2673285,39.0,3.91,0.69,2.69
1777712525.9423358,39.0,3.91,0.69,2.69
1777712527.6052418,39.0,3.91,0.69,2.69
1777712529.2763035,39.0,3.91,0.69,2.69
1777712530.9426904,39.0,3.91,0.69,2.69
1777712532.6063154,39.0,3.91,0.69,2.69
1777712534.2723541,39.0,3.91,0.69,2.69
1777712535.944838,39.0,3.91,0.69,2.69
1777712537.6134377,39.0,3.91,0.69,2.69
1777712539.275554,39.0,3.91,0.69,2.69
1777712540.9567542,39.0,3.91,0.69,2.69
1777712542.6261618,39.0,3.91,0.69,2.69
1777712544.2912414,39.0,3.91,0.69,2.69
1777712545.9639215,39.0,3.91,0.69,2.69
1777712547.6497293,39.0,3.91,0.69,2.69
1777712549.3109267,39.0,3.91,0.69,2.69
1777957110.6552193,0,0,0,0
1777957112.8917654,0,0,0,0
1777957113.4277613,0.0,0.24,0.0,0.0
1777957113.9973893,0.0,0.45,0.0,0.0
1777957114.5456696,0.0,0.65,0.0,0.0
1777957115.0991304,0.0,0.83,0.0,0.0
1777957115.6500247,0.0,1.0,0.0,0.0
1777957116.1948156,0.0,1.16,0.0,0.0
1777957116.7410307,0.0,1.3,0.0,0.0
1777957117.2965527,0.0,1.43,0.0,0.0
1777957117.9542496,0.0,1.55,0.0,0.0
1777957118.517074,0.0,1.66,0.0,0.0
1777957119.0780241,0.0,1.76,0.0,0.0
1777957119.6450553,0.0,1.86,0.0,0.0
1777957120.3021472,0.0,1.94,0.0,0.0
1777957120.861973,0.0,2.02,0.0,0.0
1777957121.4290826,0.0,2.09,0.0,0.0
1777957121.9932487,0.0,2.16,0.0,0.0
1777957122.6470041,0.0,2.22,0.0,0.0
1777957123.2130008,0.0,2.28,0.0,0.0
1777957123.7771752,0.0,2.33,0.0,0.0
1777957124.34121,0.0,2.38,0.0,0.0
1777957124.9951785,0.0,2.42,0.0,0.0
1777957125.5658288,0.0,2.46,0.0,0.0
1777957126.1262994,0.0,2.5,0.0,0.0
1777957126.6903903,0.0,2.54,0.0,0.0
1777957127.343498,0.0,2.57,0.0,0.0
1777957127.9071443,0.0,2.6,0.0,0.0
1777957128.4743838,0.0,2.62,0.0,0.0
1777957129.0383363,0.0,2.65,0.0,0.0
1777957129.6940384,0.0,2.67,0.0,0.0
1777957130.371459,0.0,2.69,0.0,0.0
1777957131.0410259,0.0,2.71,0.0,0.0
1777957131.7037783,0.0,2.73,0.0,0.0
1777957132.3744977,0.0,2.75,0.0,0.0
1777957133.0466866,0.0,2.76,0.0,0.0
1777957133.7112477,0.0,2.78,0.0,0.0
1777957134.3806562,0.0,2.79,0.0,0.0
1777957135.0533261,0.0,2.8,0.0,0.0
1777957135.7304947,0.0,2.82,0.0,0.0
1777957136.3962407,0.0,2.83,0.0,0.0
1777957137.0598435,0.0,2.84,0.0,0.0
1777957137.7486262,0.0,2.85,0.0,0.0
1777957138.4171937,0.0,2.85,0.0,0.0
1777957139.0817618,0.0,2.86,0.0,0.0
1777957139.7512078,0.0,2.87,0.0,0.0
1777957140.4195638,0.0,2.88,0.0,0.0
1777957141.0863552,0.0,2.88,0.0,0.0
1777957141.7488585,0.0,2.89,0.0,0.0
1777957142.418525,0.0,2.89,0.0,0.0
1777957143.0874317,0.0,2.9,0.0,0.0
1777957143.7503633,0.0,2.9,0.0,0.0
1777957144.4126344,0.0,2.91,0.0,0.0
1777957145.0833714,0.0,2.91,0.0,0.0
1777957145.745538,0.0,2.91,0.0,0.0
1777957146.4097323,0.0,2.92,0.0,0.0
1777957147.0750592,0.0,2.92,0.0,0.0
1777957147.7571125,0.0,2.92,0.0,0.0
1777957148.4429266,0.0,2.93,0.0,0.0
1777957149.1474135,0.0,2.93,0.0,0.0
1777957149.8275974,0.0,2.93,0.0,0.0
1777957150.503188,0.0,2.93,0.0,0.0
1777957151.177494,0.0,2.93,0.0,0.0
1777957151.861126,0.0,2.94,0.0,0.0
1777957152.542026,0.0,2.94,0.0,0.0
1777957153.2120006,0.0,2.94,0.0,0.0
1777957153.8760202,0.0,2.94,0.0,0.0
1777957154.5479312,0.0,2.94,0.0,0.0
1777957155.2136579,0.0,2.94,0.0,0.0
1777957155.8842473,0.0,2.94,0.0,0.0
1777957156.551745,0.0,2.94,0.0,0.0
1777957157.2222986,0.0,2.95,0.0,0.0
1777957157.8912225,0.0,2.95,0.0,0.0
1777957158.5648267,0.0,2.95,0.0,0.0
1777957159.2369792,0.0,2.95,0.0,0.0
1777957159.900398,0.0,2.95,0.0,0.0
1777957160.5718107,0.0,2.95,0.0,0.0
1777957161.2417653,0.0,2.95,0.0,0.0
1777957161.9070315,0.0,2.95,0.0,0.0
1777957162.5750825,0.0,2.95,0.0,0.0
1777957163.2447007,0.0,2.96,0.0,0.0
1777957163.9092884,0.0,2.96,0.0,0.0
1777957164.5758147,0.0,2.96,0.0,0.0
1777957165.2612503,0.0,2.96,0.0,0.0
1777957165.9851785,0.0,2.96,0.0,0.0
1777957166.6515424,0.0,2.96,0.0,0.0
1777957167.3175514,0.0,2.96,0.0,0.0
1777957167.9974105,0.0,2.96,0.0,0.0
1777957168.6930828,0.0,2.96,0.0,0.0
1777957169.3902876,0.0,2.96,0.0,0.0
1777957170.0981488,0.0,2.96,0.0,0.0
1777957170.7863815,0.0,2.96,0.0,0.0
1777957171.4779768,0.0,2.96,0.0,0.0
1777957172.16727,0.0,2.96,0.0,0.0
1777957172.8515987,0.0,2.96,0.0,0.0
1777957173.5568755,0.0,2.95,0.0,0.0
1777957174.2480602,0.0,2.95,0.0,0.0
1777957174.9328563,0.0,2.95,0.0,0.0
1777957175.6076376,0.0,2.95,0.0,0.0
1777957176.2801526,0.0,2.95,0.0,0.0
1777957176.9444487,0.0,2.95,0.0,0.0
1777957177.6130052,0.0,2.95,0.0,0.0
1777957178.2914326,0.0,2.95,0.0,0.0
1777957178.9582107,0.0,2.95,0.0,0.0
1777957179.6247256,0.0,2.95,0.0,0.0
1777957180.2890103,0.0,2.95,0.0,0.0
1777957180.9655294,0.0,2.95,0.0,0.0
1777957181.636517,0.0,2.95,0.0,0.0
1777957182.2981238,0.0,2.95,0.0,0.0
1777957182.9648578,0.0,2.95,0.0,0.0
1777957183.6324766,0.0,2.95,0.0,0.0
1777957184.3010821,0.0,2.95,0.0,0.0
1777957184.9717634,0.0,2.95,0.0,0.0
1777957185.644799,0.0,2.95,0.0,0.0
1777957186.3144228,0.0,2.95,0.0,0.0
1777957186.982963,0.0,2.95,0.0,0.0
1777957187.649225,0.0,2.95,0.0,0.0
1777957188.320058,0.0,2.95,0.0,0.0
1777957188.9927464,0.0,2.95,0.0,0.0
1777957189.65746,0.0,2.95,0.0,0.0
1777957190.3296347,0.0,2.95,0.0,0.0
1777957190.9954016,0.0,2.95,0.0,0.0
1777957191.6605883,0.0,2.95,0.0,0.0
1777957192.3315039,0.0,2.95,0.0,0.0
1777957192.9996817,0.0,2.95,0.0,0.0
1777957193.6640568,0.0,2.95,0.0,0.0
1777957194.3290648,0.0,2.94,0.0,0.0
1777957194.9964325,0.0,2.94,0.0,0.0
1777957195.6705506,0.0,2.94,0.0,0.0
1777957196.3537421,0.0,2.94,0.0,0.0
1777957197.021283,0.0,2.94,0.0,0.0
1777957197.7046096,0.0,2.94,0.0,0.0
1777957198.372243,0.0,2.94,0.0,0.0
1777957199.0342078,0.0,2.94,0.0,0.0
1777957199.7028866,0.0,2.94,0.0,0.0
1777957200.377507,0.0,2.93,0.0,0.0
1777957201.057698,0.0,2.93,0.0,0.0
1777957201.7253091,0.0,2.93,0.0,0.0
1777957202.3961108,0.0,2.93,0.0,0.0
1777957203.0677497,0.0,2.93,0.0,0.0
1777957203.7322123,0.0,2.93,0.0,0.0
1777957204.3965235,0.0,2.92,0.0,0.0
1777957205.0627685,0.0,2.92,0.0,0.0
1777957205.7331808,0.0,2.92,0.0,0.0
1777957206.3991675,0.0,2.91,0.0,0.0
1777957207.0625496,0.0,2.91,0.0,0.0
1777957207.7304235,0.0,2.91,0.0,0.0
1777957208.399023,0.0,2.91,0.0,0.0
1777957209.0635984,0.0,2.9,0.0,0.0
1777957209.7304072,0.0,2.91,0.0,0.0
1777957210.3943477,0.0,2.91,0.0,0.0
1777957211.0691495,0.0,2.91,0.0,0.0
1777957211.7351515,0.0,2.92,0.0,0.0
1777957212.4041426,0.0,2.92,0.0,0.0
1777957213.0697188,0.0,2.93,0.0,0.0
1777957213.7446673,0.0,2.94,0.0,0.0
1777957214.4105797,0.0,2.95,0.0,0.0
1777957215.0760489,0.0,2.96,0.0,0.0
1777957215.7506647,0.0,2.96,0.0,0.0
1777957216.424683,0.0,2.97,0.0,0.0
1777957217.0936668,0.0,2.98,0.0,0.0
1777957217.7644823,0.0,2.98,0.0,0.0
1777957218.442335,0.0,2.99,0.0,0.0
1777957219.1082082,0.0,2.99,0.0,0.0
1777957219.7764626,0.0,2.99,0.0,0.0
1777957220.4434037,0.0,3.0,0.0,0.0
1777957221.1125035,0.0,3.0,0.0,0.0
1777957221.778229,0.0,3.0,0.0,0.0
1777957222.445827,0.0,3.0,0.0,0.0
1777957223.1115003,0.0,3.01,0.0,0.0
1777957223.7813172,0.0,3.01,0.0,0.0
1777957224.4485588,0.0,3.01,0.0,0.0
1777957225.1259599,0.0,3.01,0.0,0.0
1777957225.7986658,0.0,3.01,0.0,0.0
1777957226.4643805,0.0,3.01,0.0,0.0
1777957227.1321242,0.0,3.01,0.0,0.0
1777957227.7996004,0.0,3.01,0.0,0.0
1777957228.4671323,0.0,3.01,0.0,0.0
1777957229.1319313,0.0,3.02,0.0,0.0
1777957229.7966354,0.0,3.02,0.0,0.0
1777957230.4668367,0.0,3.02,0.0,0.0
1777957231.135788,0.0,3.02,0.0,0.0
1777957231.8033602,0.0,3.02,0.0,0.0
1777957232.4671242,0.0,3.02,0.0,0.0
1777957233.133111,0.0,3.02,0.0,0.0
1777957233.8050048,0.0,3.02,0.0,0.0
1777957234.470895,0.0,3.02,0.0,0.0
1777957235.1342373,0.0,3.01,0.0,0.0
1777957235.8037484,0.0,3.0,0.0,0.0
1777957236.4748595,0.0,3.0,0.0,0.0
1777957237.1413915,0.0,2.99,0.0,0.0
1777957237.8073773,0.0,2.99,0.0,0.0
1777957238.479375,0.0,2.98,0.0,0.0
1777957239.1521819,0.0,2.97,0.0,0.0
1777957239.8188896,0.0,2.96,0.0,0.0
1777957240.4856286,0.0,2.96,0.0,0.0
1777957241.1550052,0.0,2.95,0.0,0.0
1777957241.8183932,0.0,2.95,0.0,0.0
1777957242.483205,0.0,2.94,0.0,0.0
1777957243.147651,0.0,2.94,0.0,0.0
1777957243.8173645,0.0,2.94,0.0,0.0
1777957244.497509,0.0,2.93,0.0,0.0
1777957245.1806417,0.0,2.93,0.0,0.0
1777957245.9050875,0.0,2.93,0.0,0.0
1777957246.5756917,0.0,2.92,0.0,0.0
1777957247.2527516,0.0,2.92,0.0,0.0
1777957247.956699,0.0,2.92,0.0,0.0
1777957248.625302,0.0,2.91,0.0,0.0
1777957249.2989569,0.0,2.91,0.0,0.0
1777957249.9676123,0.0,2.92,0.0,0.0
1777957250.6364503,0.0,2.93,0.0,0.0
1777957251.304872,0.0,2.93,0.0,0.0
1777957251.9749677,0.0,2.93,0.0,0.0
1777957252.6435308,0.0,2.94,0.0,0.0
1777957253.3144853,0.0,2.94,0.0,0.0
1777957253.980597,0.0,2.94,0.0,0.0
1777957254.6463833,0.0,2.94,0.0,0.0
1777957255.317282,0.0,2.95,0.0,0.0
1777957255.988834,0.0,2.95,0.0,0.0
1777957256.6529577,0.0,2.95,0.0,0.0
1777957257.3188996,0.0,2.95,0.0,0.0
1777957257.9867945,0.0,2.95,0.0,0.0
1777957258.6561368,0.0,2.96,0.0,0.0
1777957259.327538,0.0,2.96,0.0,0.0
1777957259.9954278,0.0,2.96,0.0,0.0
1777957260.672115,0.0,2.96,0.0,0.0
1777957261.352286,0.0,2.96,0.0,0.0
1777957262.0203302,0.0,2.96,0.0,0.0
1777957262.686949,0.0,2.96,0.0,0.0
1777957263.3611174,0.0,2.96,0.0,0.0
1777957264.0276225,0.0,2.96,0.0,0.0
1777957264.6953104,0.0,2.96,0.0,0.0
1777957265.3657842,0.0,2.95,0.0,0.0
1777957266.0400388,0.0,2.95,0.0,0.0
1777957266.707694,0.0,2.94,0.0,0.0
1777957267.3723507,0.0,2.93,0.0,0.0
1777957268.0382318,0.0,2.93,0.0,0.0
1777957268.708739,0.0,2.91,0.0,0.0
1777957269.3759892,0.0,2.91,0.0,0.0
1777957270.0445228,0.0,2.9,0.0,0.0
1777957270.7114036,0.0,2.9,0.0,0.0
1777957271.381404,0.0,2.9,0.0,0.0
1777957272.0641224,0.0,2.89,0.0,0.0
1777957272.7346532,0.0,2.89,0.0,0.0
1777957273.403432,0.0,2.89,0.0,0.0
1777957274.0746863,0.0,2.88,0.0,0.0
1777957274.7426562,0.0,2.88,0.0,0.0
1777957275.4096737,0.0,2.88,0.0,0.0
1777957276.0755467,0.0,2.88,0.0,0.0
1777957276.7741976,0.0,2.87,0.0,0.0
1777957277.4509523,0.0,2.87,0.0,0.0
1777957278.1254597,0.0,2.87,0.0,0.0
1777957278.8009183,0.0,2.87,0.0,0.0
1777957279.4703646,0.0,2.87,0.0,0.0
1777957279.8679228,0.0,2.87,0.0,0.0
1777957280.4203491,0.0,2.87,0.0,0.0
